State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Rivers,Eleme,2018-02-01,166.05,517.37,74.47,121.71,133.19,20.45,4.17,148.99,63.81,13.8,37.64,18.88,216,Very Unhealthy,5.5,43.5,0.405,4.44,39.3,730.1
Rivers,Eleme,2018-03-01,193.81,373.88,38.67,104.09,112.57,33.99,1.51,120.93,68.13,4.74,34.76,11.88,244,Very Unhealthy,5.8,58.0,0.37,4.82,39.48,732.0
Rivers,Eleme,2018-04-01,67.5,301.64,38.35,41.15,27.55,14.09,2.68,48.61,59.83,8.83,25.85,10.63,157,Unhealthy,3.6,86.3,0.428,4.56,37.44,726.8
Rivers,Eleme,2018-05-01,119.92,127.58,37.72,43.75,75.72,34.51,4.64,78.71,52.01,8.34,15.71,3.32,184,Unhealthy,7.8,90.4,0.441,5.28,38.26,731.1
Rivers,Eleme,2018-06-01,44.06,266.67,42.93,43.53,84.28,38.71,2.62,101.27,36.85,3.64,30.27,4.66,122,Unhealthy for Sensitive Groups,6.5,93.7,0.493,6.09,38.21,732.3
Rivers,Eleme,2018-07-01,88.4,170.7,18.8,47.15,79.28,27.99,4.8,68.74,72.38,9.2,26.72,7.66,168,Unhealthy,6.4,100.0,0.538,5.97,39.49,735.2
Rivers,Eleme,2018-08-01,128.93,189.94,41.02,29.24,56.25,20.19,3.28,73.85,67.12,10.27,8.2,4.5,189,Unhealthy,2.4,100.0,0.485,4.47,38.46,723.1
Rivers,Eleme,2018-09-01,54.89,293.42,45.45,51.01,53.07,35.22,5.15,73.19,31.11,3.16,25.01,7.6,149,Unhealthy for Sensitive Groups,7.4,100.0,0.583,5.67,39.06,731.0
Rivers,Eleme,2018-10-01,107.93,227.0,25.1,51.55,36.22,20.18,1.83,45.49,77.87,4.44,9.75,7.21,178,Unhealthy,11.0,84.8,0.545,4.54,40.3,725.0
Rivers,Eleme,2018-11-01,177.55,291.04,44.16,50.91,119.87,48.61,3.52,62.24,69.82,9.02,22.86,2.33,228,Very Unhealthy,9.5,80.0,0.471,4.39,39.36,730.2
Rivers,Eleme,2018-12-01,182.86,500.48,80.57,129.2,67.01,24.03,6.86,150.0,108.91,23.42,43.06,6.83,233,Very Unhealthy,9.6,38.1,0.52,3.96,37.93,728.8
Rivers,Eleme,2019-01-01,236.78,605.45,53.66,96.65,74.71,61.36,5.62,87.81,74.82,11.05,58.31,4.2,287,Very Unhealthy,3.8,51.2,0.486,5.66,40.37,748.7
Rivers,Eleme,2019-02-01,234.19,621.9,67.66,60.86,122.83,57.78,4.88,132.13,110.85,7.99,45.23,12.88,284,Very Unhealthy,12.1,47.3,0.439,4.96,40.62,744.5
Rivers,Eleme,2019-03-01,111.92,193.53,43.64,95.54,117.32,40.91,2.54,134.8,56.41,7.3,34.96,5.1,180,Unhealthy,10.9,57.7,0.496,3.78,39.87,742.5
Rivers,Eleme,2019-04-01,68.16,103.3,36.1,39.39,63.78,31.22,3.43,105.19,33.94,6.74,7.39,12.51,158,Unhealthy,6.5,94.3,0.464,4.21,40.47,747.3
Rivers,Eleme,2019-05-01,86.2,254.32,49.46,73.01,48.3,18.91,4.55,72.37,62.04,4.99,20.04,2.35,167,Unhealthy,3.7,91.2,0.47,6.01,40.34,743.4
Rivers,Eleme,2019-06-01,87.35,115.81,51.03,54.28,49.44,24.48,2.02,51.72,33.21,10.48,31.14,3.6,167,Unhealthy,5.5,94.0,0.497,5.16,41.41,743.5
Rivers,Eleme,2019-07-01,44.65,106.91,39.12,39.57,92.22,12.44,4.66,49.08,43.43,10.82,30.49,2.39,124,Unhealthy for Sensitive Groups,6.0,100.0,0.45,4.89,39.37,744.8
Rivers,Eleme,2019-08-01,154.53,228.61,21.98,58.38,76.57,21.4,5.42,112.51,72.7,5.25,8.25,9.88,205,Very Unhealthy,4.2,100.0,0.553,3.19,40.34,741.9
Rivers,Eleme,2019-09-01,66.56,200.55,29.54,54.7,81.96,27.51,2.78,112.81,50.16,11.72,14.41,11.39,157,Unhealthy,8.7,100.0,0.479,4.99,40.29,745.7
Rivers,Eleme,2019-10-01,146.54,141.58,31.46,81.94,47.93,20.04,3.1,75.59,56.32,10.05,17.56,1.59,198,Unhealthy,5.6,80.8,0.385,5.33,40.41,740.6
Rivers,Eleme,2019-11-01,105.1,375.08,68.53,41.32,98.95,31.43,4.48,100.09,117.86,15.6,45.34,10.59,177,Unhealthy,10.7,61.5,0.396,4.3,40.21,750.2
Rivers,Eleme,2019-12-01,292.14,249.09,91.42,116.01,70.23,40.6,7.42,136.65,70.89,12.8,57.96,17.32,334,Hazardous,4.2,66.5,0.534,3.66,41.01,746.7
Rivers,Eleme,2020-01-01,174.39,631.23,31.77,133.13,137.06,34.96,5.85,150.0,87.28,4.6,57.48,20.0,225,Very Unhealthy,12.0,47.3,0.506,4.28,40.74,767.1
Rivers,Eleme,2020-02-01,97.49,517.37,63.74,93.73,133.25,57.19,2.99,72.97,101.25,16.64,13.79,9.66,173,Unhealthy,7.3,40.4,0.488,5.29,42.19,763.0
Rivers,Eleme,2020-03-01,53.41,354.79,42.14,77.69,46.19,15.85,2.31,99.34,51.06,14.13,28.57,13.3,145,Unhealthy for Sensitive Groups,7.9,73.3,0.463,4.08,41.84,766.1
Rivers,Eleme,2020-04-01,87.75,149.09,26.75,61.49,36.46,16.17,4.6,110.35,34.31,9.23,20.65,5.22,168,Unhealthy,8.7,78.5,0.473,4.97,41.09,766.6
Rivers,Eleme,2020-05-01,70.19,175.56,37.12,83.19,36.26,37.24,1.45,95.21,86.42,5.53,32.53,4.63,159,Unhealthy,5.6,96.0,0.452,5.2,42.71,762.6
Rivers,Eleme,2020-06-01,90.11,98.94,26.87,37.62,60.94,38.88,3.84,122.81,69.09,9.8,31.77,4.56,169,Unhealthy,6.0,96.6,0.525,5.74,40.93,764.0
Rivers,Eleme,2020-07-01,151.42,180.28,23.43,55.37,46.69,34.41,3.6,90.14,77.08,12.94,34.09,2.4,202,Very Unhealthy,4.5,98.2,0.475,4.5,40.27,762.1
Rivers,Eleme,2020-08-01,131.56,126.89,24.33,29.16,69.12,25.26,4.99,125.02,67.43,2.85,25.96,1.92,190,Unhealthy,6.3,99.7,0.548,3.21,41.72,761.7
Rivers,Eleme,2020-09-01,91.42,223.45,20.86,57.39,51.26,16.75,3.15,55.34,61.79,8.77,15.16,2.35,170,Unhealthy,5.7,100.0,0.488,4.84,41.7,761.1
Rivers,Eleme,2020-10-01,149.36,89.35,38.54,28.58,100.29,30.42,1.59,88.81,83.16,8.3,32.85,10.17,199,Unhealthy,11.6,91.0,0.479,5.53,40.62,765.5
Rivers,Eleme,2020-11-01,125.92,421.55,33.64,86.84,112.05,26.0,2.22,67.64,106.03,4.63,43.48,4.49,187,Unhealthy,6.7,62.7,0.502,5.53,40.82,762.0
Rivers,Eleme,2020-12-01,227.35,654.75,38.48,76.71,163.55,46.74,4.47,104.68,86.8,24.19,54.09,17.12,277,Very Unhealthy,8.9,55.4,0.414,4.98,42.39,760.9
Rivers,Eleme,2021-01-01,228.65,281.44,39.35,126.85,175.78,35.61,6.87,138.24,149.62,23.5,58.42,5.0,278,Very Unhealthy,5.4,50.1,0.494,6.1,43.12,774.7
Rivers,Eleme,2021-02-01,106.45,491.36,46.06,138.98,86.42,32.16,2.06,113.58,125.77,11.54,13.32,16.13,177,Unhealthy,4.4,59.3,0.573,4.99,43.07,776.4
Rivers,Eleme,2021-03-01,66.99,162.11,32.38,113.07,129.49,22.97,6.25,150.0,78.34,12.28,30.3,9.44,157,Unhealthy,6.8,75.9,0.552,4.28,42.43,779.1
Rivers,Eleme,2021-04-01,115.09,300.12,20.11,34.08,58.99,13.57,5.65,72.88,56.05,5.86,26.18,2.91,182,Unhealthy,7.0,76.8,0.54,4.64,41.39,784.6
Rivers,Eleme,2021-05-01,71.55,188.15,38.74,28.98,45.62,23.38,4.5,44.63,44.55,12.41,16.09,11.64,159,Unhealthy,7.4,98.6,0.57,6.07,41.5,785.2
Rivers,Eleme,2021-06-01,81.83,230.99,31.93,73.11,31.74,28.37,5.64,93.06,42.25,11.79,9.93,9.24,165,Unhealthy,3.7,90.7,0.52,4.04,43.57,779.8
Rivers,Eleme,2021-07-01,167.0,105.91,42.2,80.53,75.08,39.77,1.38,134.88,40.28,4.07,14.9,3.22,217,Very Unhealthy,4.4,100.0,0.406,5.72,42.83,781.5
Rivers,Eleme,2021-08-01,43.03,242.08,52.73,33.03,46.73,24.28,4.38,39.12,41.73,6.39,13.35,10.82,120,Unhealthy for Sensitive Groups,2.7,100.0,0.483,4.02,42.25,777.8
Rivers,Eleme,2021-09-01,70.66,218.89,29.26,37.7,46.65,20.24,2.32,64.51,61.46,6.26,21.93,10.26,159,Unhealthy,4.9,100.0,0.529,5.58,42.75,779.4
Rivers,Eleme,2021-10-01,46.72,293.58,51.3,60.01,40.89,33.55,4.21,87.34,39.33,7.47,30.57,6.4,129,Unhealthy for Sensitive Groups,5.7,96.5,0.443,4.48,42.35,784.8
Rivers,Eleme,2021-11-01,235.59,311.36,40.55,115.0,126.63,40.52,3.43,150.0,90.18,4.9,42.75,14.21,285,Very Unhealthy,10.2,63.6,0.525,2.63,42.58,779.4
Rivers,Eleme,2021-12-01,185.94,546.24,52.74,136.23,142.34,57.38,7.83,150.0,136.86,5.66,28.35,7.2,236,Very Unhealthy,13.2,45.2,0.473,5.9,42.43,778.4
Rivers,Eleme,2022-01-01,298.35,270.21,88.14,148.0,65.89,25.28,8.07,150.0,112.95,12.51,23.37,5.32,339,Hazardous,8.1,43.1,0.531,3.85,42.43,794.6
Rivers,Eleme,2022-02-01,218.36,474.72,57.01,66.39,115.41,25.65,3.54,150.0,73.39,16.82,38.25,5.27,268,Very Unhealthy,5.4,44.1,0.578,3.55,44.87,803.9
Rivers,Eleme,2022-03-01,92.18,218.89,57.7,94.72,71.51,34.64,3.96,150.0,55.41,6.34,36.78,3.14,170,Unhealthy,4.9,57.9,0.569,6.11,44.45,802.7
Rivers,Eleme,2022-04-01,54.83,125.91,36.44,80.36,101.99,30.04,2.92,70.6,56.44,3.65,34.37,4.93,149,Unhealthy for Sensitive Groups,11.7,87.1,0.399,5.21,43.57,797.1
Rivers,Eleme,2022-05-01,95.81,279.22,37.15,37.59,34.77,39.76,4.02,132.66,34.93,9.37,30.41,13.76,172,Unhealthy,9.3,100.0,0.488,5.06,43.54,799.7
Rivers,Eleme,2022-06-01,151.18,320.77,35.98,72.72,98.0,25.11,1.4,61.47,80.8,5.77,33.21,4.94,202,Very Unhealthy,5.0,96.7,0.505,5.0,43.81,797.9
Rivers,Eleme,2022-07-01,83.69,157.94,32.98,79.76,84.41,15.39,4.62,39.17,63.25,6.8,32.31,11.21,166,Unhealthy,5.2,100.0,0.549,4.44,43.82,795.6
Rivers,Eleme,2022-08-01,172.32,129.66,23.21,70.42,31.24,15.58,1.6,134.52,70.04,13.1,27.75,6.22,223,Very Unhealthy,7.1,92.8,0.529,5.41,42.65,794.1
Rivers,Eleme,2022-09-01,171.86,264.42,38.84,37.78,80.31,21.92,1.58,140.14,66.53,7.79,32.76,9.4,222,Very Unhealthy,4.6,97.0,0.55,3.69,43.05,793.3
Rivers,Eleme,2022-10-01,107.42,153.85,34.72,55.85,100.23,40.96,4.5,133.3,69.75,11.71,26.13,9.77,178,Unhealthy,9.1,96.0,0.482,3.9,42.54,799.2
Rivers,Eleme,2022-11-01,167.66,493.03,36.66,120.33,134.79,21.87,1.95,150.0,62.31,15.39,31.15,4.48,218,Very Unhealthy,6.9,82.1,0.551,4.87,43.47,802.6
Rivers,Eleme,2022-12-01,154.65,307.35,30.84,90.81,159.19,32.72,9.02,127.34,78.17,12.57,51.28,19.92,205,Very Unhealthy,8.7,46.3,0.48,3.17,42.87,797.6
Rivers,Eleme,2023-01-01,189.2,500.16,40.54,155.65,97.15,73.39,5.63,65.5,103.0,12.98,54.63,20.0,239,Very Unhealthy,8.7,56.3,0.453,2.2,44.22,817.0
Rivers,Eleme,2023-02-01,137.59,460.59,45.44,124.64,71.05,37.43,9.08,150.0,99.21,11.47,44.91,16.47,193,Unhealthy,9.3,65.3,0.496,5.32,44.07,813.1
Rivers,Eleme,2023-03-01,132.57,394.51,54.09,74.18,92.06,37.79,3.97,135.13,49.24,8.9,27.31,8.48,191,Unhealthy,8.8,53.9,0.455,4.89,44.98,811.5
Rivers,Eleme,2023-04-01,89.56,209.99,51.35,56.47,104.95,36.32,3.42,117.78,84.12,5.65,18.88,5.54,169,Unhealthy,8.1,86.0,0.489,6.91,46.44,816.4
Rivers,Eleme,2023-05-01,168.92,298.42,39.4,44.9,73.07,22.04,2.75,95.67,34.12,11.08,26.61,11.55,219,Very Unhealthy,4.7,88.8,0.506,5.16,44.69,812.7
Rivers,Eleme,2023-06-01,67.8,163.36,22.28,51.72,32.62,36.02,1.78,120.88,69.92,7.47,16.56,11.16,157,Unhealthy,6.7,89.8,0.522,6.88,44.02,816.3
Rivers,Eleme,2023-07-01,146.84,174.44,44.25,63.66,87.06,33.52,2.19,97.52,92.1,13.83,34.78,10.98,198,Unhealthy,6.0,100.0,0.518,4.57,44.26,816.3
Rivers,Eleme,2023-08-01,101.94,284.31,47.71,38.76,72.39,18.58,1.48,100.92,37.73,13.65,10.18,10.07,175,Unhealthy,2.2,100.0,0.568,5.76,44.73,814.0
Rivers,Eleme,2023-09-01,53.36,277.56,41.79,86.5,37.5,38.67,1.74,72.55,92.85,4.93,30.97,5.48,145,Unhealthy for Sensitive Groups,5.0,100.0,0.577,5.12,44.08,815.6
Rivers,Eleme,2023-10-01,153.64,99.06,54.46,56.47,45.4,31.85,4.22,92.47,66.19,3.04,17.2,11.27,204,Very Unhealthy,10.6,82.8,0.55,5.59,44.29,813.1
Rivers,Eleme,2023-11-01,81.71,614.72,63.48,47.56,144.9,30.99,5.43,150.0,70.08,11.4,37.55,9.49,165,Unhealthy,8.5,59.7,0.509,5.54,44.15,818.0
Rivers,Eleme,2023-12-01,258.95,278.82,77.0,134.16,141.28,24.07,8.3,150.0,149.69,13.53,18.76,20.0,308,Hazardous,4.6,50.5,0.508,6.25,46.28,809.0
Rivers,Eleme,2024-01-01,311.39,463.58,72.72,56.7,174.93,44.45,10.11,150.0,92.08,16.75,36.5,13.91,350,Hazardous,8.3,53.2,0.557,7.26,45.22,830.5
Rivers,Eleme,2024-02-01,243.77,792.56,54.67,143.05,133.89,21.6,7.79,150.0,82.83,19.09,15.79,16.55,293,Very Unhealthy,7.9,59.1,0.431,5.56,45.09,833.0
Rivers,Eleme,2024-03-01,195.76,392.36,51.54,106.46,82.6,30.42,7.51,144.97,66.52,7.35,10.86,13.26,246,Very Unhealthy,7.2,64.1,0.509,4.92,45.87,834.2
Rivers,Eleme,2024-04-01,54.4,264.13,32.56,32.15,52.23,20.63,6.09,101.5,41.75,4.47,26.75,5.71,148,Unhealthy for Sensitive Groups,3.5,83.5,0.549,4.84,45.75,833.2
Rivers,Eleme,2024-05-01,105.7,218.33,62.52,54.78,44.36,30.55,2.05,143.75,76.66,7.06,25.3,9.73,177,Unhealthy,4.6,88.2,0.507,5.45,44.71,830.2
Rivers,Eleme,2024-06-01,106.51,258.49,44.63,40.93,40.24,29.03,3.37,75.64,92.18,14.08,27.28,8.93,177,Unhealthy,6.9,96.5,0.405,4.57,46.33,826.9
Rivers,Eleme,2024-07-01,74.62,244.77,42.44,63.05,34.42,28.91,3.79,71.7,65.37,13.28,10.93,13.81,161,Unhealthy,4.5,100.0,0.532,5.31,44.82,836.8
Rivers,Eleme,2024-08-01,59.06,324.33,58.28,72.8,101.01,20.65,2.56,140.18,77.96,12.55,13.35,5.46,153,Unhealthy,4.8,100.0,0.493,4.15,46.13,833.0
Rivers,Eleme,2024-09-01,78.63,127.56,25.52,36.13,39.17,13.66,1.78,85.79,47.85,10.05,23.86,6.09,163,Unhealthy,4.8,96.3,0.524,7.05,45.71,830.0
Rivers,Eleme,2024-10-01,102.39,153.4,40.38,28.27,78.82,30.68,4.51,103.9,53.85,11.94,22.65,12.35,175,Unhealthy,4.5,79.1,0.522,4.6,45.69,834.4
Rivers,Eleme,2024-11-01,176.05,480.88,33.21,82.22,138.86,52.42,7.98,133.3,123.69,18.33,25.05,17.34,226,Very Unhealthy,2.4,62.6,0.472,6.1,45.3,828.5
Rivers,Eleme,2024-12-01,297.95,625.02,75.5,115.26,97.68,65.66,7.61,150.0,138.46,25.0,33.96,6.61,339,Hazardous,8.1,53.9,0.45,3.71,46.05,831.5
Rivers,Eleme,2025-01-01,265.86,816.66,72.7,135.48,163.46,70.02,8.45,150.0,159.04,23.46,15.23,18.62,313,Hazardous,11.0,33.8,0.445,5.3,46.95,847.1
Rivers,Eleme,2025-02-01,99.94,476.86,85.71,123.58,115.71,28.46,5.56,90.43,119.57,17.41,44.03,6.25,174,Unhealthy,9.6,60.9,0.461,5.31,47.42,848.4
Rivers,Eleme,2025-03-01,160.3,654.77,36.06,120.98,92.42,42.38,5.72,70.74,65.74,14.54,33.82,9.22,211,Very Unhealthy,4.1,57.9,0.502,6.17,46.0,845.7
Rivers,Eleme,2025-04-01,106.33,206.8,46.37,90.91,108.59,41.21,3.01,133.66,37.03,13.8,31.37,3.88,177,Unhealthy,9.4,82.6,0.478,6.91,46.29,853.1
Rivers,Eleme,2025-05-01,87.94,263.25,24.53,42.47,65.56,38.62,1.56,116.49,65.37,4.04,16.56,13.81,168,Unhealthy,7.8,86.6,0.522,5.12,45.73,850.0
Rivers,Eleme,2025-06-01,130.81,249.57,31.7,35.31,69.38,22.5,2.02,46.72,86.52,8.09,14.3,13.81,190,Unhealthy,1.9,100.0,0.378,4.53,46.07,849.4
Rivers,Eleme,2025-07-01,141.72,295.03,50.71,51.28,91.65,16.58,5.68,133.25,59.63,3.62,20.23,5.79,196,Unhealthy,1.4,100.0,0.45,3.69,46.36,850.5
Rivers,Eleme,2025-08-01,122.98,325.95,24.24,79.48,57.32,29.15,3.21,52.13,71.48,14.1,8.79,2.3,186,Unhealthy,8.6,100.0,0.586,3.77,46.35,851.7
Rivers,Eleme,2025-09-01,189.45,159.99,37.53,43.56,70.14,27.76,5.07,71.72,40.27,3.26,25.87,8.95,240,Very Unhealthy,6.6,93.3,0.476,4.96,46.59,853.5
Rivers,Eleme,2025-10-01,76.52,249.09,18.96,65.89,39.13,35.43,4.66,139.85,57.94,4.11,22.85,2.2,162,Unhealthy,7.2,85.4,0.495,5.07,46.62,848.3
Rivers,Eleme,2025-11-01,197.68,477.94,41.12,73.29,133.27,35.98,5.38,100.84,127.09,16.64,31.11,5.63,248,Very Unhealthy,6.5,64.1,0.578,5.99,45.68,854.8
Rivers,Eleme,2025-12-01,248.69,412.95,48.4,166.84,185.12,64.0,5.19,129.18,160.37,24.15,59.79,20.0,298,Very Unhealthy,12.9,61.6,0.46,4.73,45.97,847.5
Rivers,Obio-Akpor,2014-01-01,107.36,610.19,40.4,89.71,137.03,39.52,3.58,150.0,59.11,11.75,16.32,4.39,178,Unhealthy,6.2,39.0,0.403,6.34,33.38,660.9
Rivers,Obio-Akpor,2014-02-01,180.93,520.12,56.97,36.75,124.54,42.66,1.9,112.72,48.68,8.98,20.62,7.92,231,Very Unhealthy,5.2,40.7,0.437,3.74,33.73,651.4
Rivers,Obio-Akpor,2014-03-01,169.83,124.24,22.53,31.41,71.35,22.46,2.2,76.85,97.7,10.78,8.45,9.79,220,Very Unhealthy,7.8,57.4,0.491,3.69,36.65,660.4
Rivers,Obio-Akpor,2014-04-01,105.77,249.57,45.07,49.71,65.36,11.27,3.47,85.22,47.21,8.33,11.2,5.25,177,Unhealthy,8.4,94.7,0.476,6.83,34.68,657.2
Rivers,Obio-Akpor,2014-05-01,139.19,241.72,26.78,65.22,75.43,22.76,2.85,50.0,42.3,10.35,6.26,3.99,194,Unhealthy,4.2,90.0,0.52,4.93,35.05,665.4
Rivers,Obio-Akpor,2014-06-01,75.65,190.93,26.62,41.61,61.25,12.99,3.19,95.81,39.03,9.92,5.55,3.38,161,Unhealthy,8.3,93.7,0.507,4.45,35.29,656.2
Rivers,Obio-Akpor,2014-07-01,59.68,105.33,35.06,20.97,59.58,22.52,1.41,81.58,34.58,2.49,8.05,6.92,153,Unhealthy,5.8,98.4,0.495,6.18,34.88,661.6
Rivers,Obio-Akpor,2014-08-01,86.91,190.22,19.99,51.36,25.09,11.31,3.06,100.98,36.0,4.67,5.9,4.87,167,Unhealthy,4.3,97.5,0.618,4.34,34.25,665.1
Rivers,Obio-Akpor,2014-09-01,85.81,207.63,16.13,26.95,77.89,10.61,1.9,98.58,26.79,7.81,5.62,7.33,167,Unhealthy,5.8,100.0,0.548,5.59,34.82,659.2
Rivers,Obio-Akpor,2014-10-01,54.56,138.88,23.1,46.46,64.37,23.1,3.64,89.87,66.37,7.34,8.64,2.2,148,Unhealthy for Sensitive Groups,3.9,87.6,0.644,4.49,35.48,656.7
Rivers,Obio-Akpor,2014-11-01,101.46,456.24,23.85,64.04,36.89,20.59,1.35,40.23,73.22,13.02,18.6,8.66,175,Unhealthy,12.2,75.1,0.527,3.73,35.82,668.5
Rivers,Obio-Akpor,2014-12-01,165.06,194.19,43.98,42.7,84.38,33.93,3.47,149.31,125.41,12.27,34.71,5.04,215,Very Unhealthy,10.5,44.3,0.614,4.43,35.1,660.5
Rivers,Obio-Akpor,2015-01-01,237.49,621.54,45.95,96.85,137.86,33.13,3.41,142.87,94.57,15.94,24.81,17.03,287,Very Unhealthy,10.5,50.2,0.483,4.16,36.68,676.5
Rivers,Obio-Akpor,2015-02-01,127.73,542.95,25.71,68.9,53.26,49.38,6.76,117.5,56.72,4.49,37.16,7.09,188,Unhealthy,9.0,39.4,0.523,3.15,35.88,674.3
Rivers,Obio-Akpor,2015-03-01,130.97,286.14,40.16,34.85,59.82,40.6,2.62,108.27,63.03,7.4,23.45,9.17,190,Unhealthy,6.9,48.4,0.593,4.6,35.83,678.7
Rivers,Obio-Akpor,2015-04-01,111.61,228.35,29.84,56.79,73.55,12.82,3.06,87.86,37.2,2.63,5.94,10.28,180,Unhealthy,4.0,95.7,0.432,5.78,35.51,677.4
Rivers,Obio-Akpor,2015-05-01,85.3,188.62,24.71,37.55,74.56,25.22,2.02,74.17,74.85,2.93,23.17,3.85,166,Unhealthy,8.1,92.0,0.595,5.65,36.34,672.2
Rivers,Obio-Akpor,2015-06-01,109.73,207.69,19.64,27.58,46.48,22.72,3.6,102.33,66.29,4.71,25.66,6.61,179,Unhealthy,3.0,94.2,0.383,6.45,35.47,679.5
Rivers,Obio-Akpor,2015-07-01,61.45,242.83,29.89,68.49,35.28,18.44,2.04,77.21,25.6,9.24,22.46,7.68,154,Unhealthy,7.6,99.0,0.536,3.3,35.08,676.4
Rivers,Obio-Akpor,2015-08-01,132.0,101.07,31.46,39.44,28.36,18.54,2.02,30.77,54.94,3.37,15.24,4.78,190,Unhealthy,2.0,100.0,0.543,6.77,36.4,673.9
Rivers,Obio-Akpor,2015-09-01,110.42,168.62,46.91,43.2,31.79,24.52,1.74,40.85,46.82,4.16,17.78,8.16,179,Unhealthy,7.4,92.9,0.561,4.07,36.4,672.9
Rivers,Obio-Akpor,2015-10-01,48.47,235.0,13.21,35.34,59.5,23.41,1.48,109.88,47.99,10.79,18.46,8.14,133,Unhealthy for Sensitive Groups,4.6,94.4,0.549,5.45,35.58,680.1
Rivers,Obio-Akpor,2015-11-01,77.89,265.96,48.29,54.69,100.98,24.59,3.63,135.89,69.75,11.39,7.24,3.36,163,Unhealthy,11.3,70.5,0.443,3.89,36.25,681.0
Rivers,Obio-Akpor,2015-12-01,212.5,199.46,55.12,126.49,45.05,31.16,3.2,150.0,72.24,17.81,45.08,8.7,262,Very Unhealthy,9.5,49.0,0.442,5.06,35.61,669.6
Rivers,Obio-Akpor,2016-01-01,146.7,439.99,80.61,93.32,115.32,44.49,3.72,133.14,82.48,14.46,40.98,7.93,198,Unhealthy,6.6,53.8,0.463,4.63,37.42,691.6
Rivers,Obio-Akpor,2016-02-01,111.94,276.76,42.74,101.33,48.56,44.88,5.35,46.11,108.29,16.1,21.12,16.17,180,Unhealthy,6.9,44.1,0.587,5.81,37.38,696.0
Rivers,Obio-Akpor,2016-03-01,94.2,157.37,42.95,73.2,40.38,36.34,1.28,39.3,84.8,8.42,17.6,13.16,171,Unhealthy,11.2,57.1,0.495,4.44,37.44,690.3
Rivers,Obio-Akpor,2016-04-01,106.2,86.31,12.57,30.97,71.11,33.08,2.06,58.8,69.43,6.17,6.88,3.71,177,Unhealthy,7.1,81.1,0.52,4.3,38.1,700.5
Rivers,Obio-Akpor,2016-05-01,75.27,242.66,28.96,48.59,41.48,26.65,1.43,90.02,43.87,8.3,15.91,8.04,161,Unhealthy,7.7,92.1,0.431,3.86,36.62,693.3
Rivers,Obio-Akpor,2016-06-01,69.35,135.27,39.86,27.49,60.92,15.46,2.19,81.18,49.7,3.57,6.19,2.45,158,Unhealthy,5.3,98.0,0.487,4.52,37.37,693.0
Rivers,Obio-Akpor,2016-07-01,83.21,260.51,27.93,43.31,23.38,31.66,2.69,50.85,51.47,7.32,23.58,3.41,165,Unhealthy,7.1,100.0,0.51,4.82,37.73,696.6
Rivers,Obio-Akpor,2016-08-01,29.76,232.7,29.77,44.39,55.87,25.07,3.35,109.55,70.07,9.89,21.35,1.51,88,Moderate,5.6,99.9,0.482,4.67,37.23,695.3
Rivers,Obio-Akpor,2016-09-01,108.34,114.25,31.41,23.99,33.65,13.82,3.55,42.12,50.39,10.86,8.4,9.35,178,Unhealthy,4.1,100.0,0.497,4.8,36.58,697.3
Rivers,Obio-Akpor,2016-10-01,144.85,262.89,30.84,24.78,32.15,29.92,3.86,79.45,69.01,4.71,18.19,2.86,197,Unhealthy,10.8,98.3,0.574,5.3,37.19,697.6
Rivers,Obio-Akpor,2016-11-01,54.98,331.94,70.36,82.34,101.55,45.99,4.63,70.71,53.57,12.22,32.98,4.19,149,Unhealthy for Sensitive Groups,9.9,78.9,0.425,6.23,36.86,700.7
Rivers,Obio-Akpor,2016-12-01,165.45,399.56,63.13,99.86,120.57,35.7,1.86,150.0,129.7,5.78,42.24,11.98,216,Very Unhealthy,9.5,40.8,0.436,4.85,37.89,686.4
Rivers,Obio-Akpor,2017-01-01,221.86,617.69,63.03,93.3,125.65,38.19,1.91,150.0,119.64,10.23,21.72,9.62,272,Very Unhealthy,9.4,46.0,0.548,4.14,38.17,715.2
Rivers,Obio-Akpor,2017-02-01,162.05,545.61,38.29,54.86,127.26,25.64,4.64,117.79,106.85,15.39,13.45,18.39,212,Very Unhealthy,10.7,46.1,0.542,6.31,37.96,710.7
Rivers,Obio-Akpor,2017-03-01,129.84,333.66,33.0,60.76,105.88,21.47,1.64,49.93,53.22,5.28,20.76,6.49,189,Unhealthy,9.2,59.1,0.48,4.09,38.43,707.5
Rivers,Obio-Akpor,2017-04-01,62.72,266.69,39.69,30.38,55.32,29.18,4.05,59.79,63.33,10.96,20.24,10.18,155,Unhealthy,3.6,79.9,0.445,5.7,39.12,711.7
Rivers,Obio-Akpor,2017-05-01,54.98,181.25,29.24,49.14,45.0,22.51,3.63,93.89,47.91,3.85,20.44,4.72,149,Unhealthy for Sensitive Groups,8.0,89.3,0.429,5.88,37.93,711.8
Rivers,Obio-Akpor,2017-06-01,80.38,247.48,26.66,29.55,77.99,10.96,2.54,49.03,51.28,8.82,28.58,8.11,164,Unhealthy,5.0,100.0,0.482,4.97,38.1,715.0
